,EVENT_ID,Population
49350,686050,15262
49351,686051,15262
49352,694768,6164
49353,695082,131689
49354,695102,5863
49355,695981,27857
49356,698101,46682
49357,705581,97278
49358,705582,40078
49359,705585,18334
49360,687557,35297
49373,728839,1220141
49376,705416,12459
49377,705417,9396
49378,707237,9396
49379,705427,7051
49380,706561,10160
49381,706563,10160
49382,706565,12765
49384,694281,61600
49385,694282,5913
49386,694283,20531
49387,686499,7457
49388,669810,0
49389,706733,480487
49390,707245,12353
49394,695389,119520
49396,674899,33137
49397,688537,2651
49398,693009,62714
49399,673048,44619
49402,673013,20528
49404,718555,28428
49406,673032,6389
49408,741698,186828
49409,680640,20256
49410,680851,4574
49411,680656,20256
49412,702497,48273
49413,702625,3661
49414,702626,3661
49415,702633,11055
49416,706045,36900
49418,685794,698072
49419,706566,10160
49420,702301,25360
49421,702302,59006
49422,702306,55224
49423,702307,55224
49424,694284,20531
49425,705584,7947
49426,705586,6095
49427,705577,3657
49428,718474,7821
49429,717862,7137
49431,673016,7895
49433,676829,10205
49434,676830,193836
49435,680497,26385
49436,684044,49342
49437,684045,49342
49438,684046,49342
49442,703192,165180
49443,723467,97134
49444,686107,22910
49446,695963,13918
49447,705424,33091
49448,705425,50078
49449,705426,50078
49450,705428,480487
49451,705432,480487
49454,685703,101141
49455,702308,55224
49456,702309,55224
49457,702311,55224
49459,724966,6095
49462,722438,690479
49471,681228,1363
49472,680934,3658
49473,681231,1363
49479,692529,21739
49480,692530,26401
49481,692531,26401
49482,692532,13666
49483,696496,393280
49484,705433,12353
49486,705596,12353
49487,705595,12353
49488,705597,12353
49489,706341,14592
49490,686042,12280
49492,686495,33429
49493,686496,33429
49494,686503,591305
49501,717359,480487
49503,705564,165318
49511,721932,120430
49515,717360,13144
49521,705402,13144
49522,705403,132238
49523,705404,132238
49524,705405,132238
49525,705406,132238
49528,705429,480487
49529,705435,480487
49530,705438,36995
49531,705430,480487
49532,705431,480487
49533,692571,63634
49534,694279,61600
49535,694280,61600
49536,706573,42999
49537,706576,10160
49538,695684,37459
49539,695353,123530
49540,694539,11303
49541,694575,21779
49542,694724,5793
49543,717361,480487
49544,705568,10573
49545,692999,54508
49546,719879,189538
49547,691691,16094
49549,698580,152904
49550,683249,55163
49551,684047,49342
49552,684048,17115
49553,684049,104378
49554,684050,26385
49555,684051,49342
49558,699427,37588
49559,705407,132238
49563,706067,37487
49564,700773,25112
49565,700780,20531
49568,705373,10756
49569,705376,480487
49570,711101,58253
49571,711103,55224
49572,711432,108699
49573,694751,121786
49574,694791,46785
49575,694742,11055
49576,694978,72185
49577,674945,33137
49578,674942,46874
49579,722440,690479
49581,723801,105421
49582,684052,49342
49583,684053,49342
49584,684054,49342
49585,684055,49342
49586,684056,49342
49589,739957,10869
49593,700611,46874
49594,723468,82557
49598,696444,290338
49600,693275,2056451
49601,693276,347377
49602,693277,167012
49603,693278,2056451
49608,717254,8110
49609,717255,10205
49611,717139,0
49612,711622,230011
49613,711694,60963
49614,711696,40934
49615,711689,210451
49617,716040,1934516
49618,716050,2713295
49619,716073,1470344
49620,716448,0
49621,716452,0
49627,720880,41837
49628,720885,27955
49630,720460,361853
49631,721080,72816
49632,680146,2333
49636,721084,4657972
49637,684147,24546
49638,684148,48289
49639,687297,678203
49640,687346,49794
49641,687165,15535
49642,687466,12151
49643,683754,41710
49644,683837,1247581
49645,683839,55267
49646,683841,178176
49647,687176,15535
49648,689434,46874
49649,689435,46874
49650,689436,46874
49651,689447,7155
49652,689453,42872
49653,689304,65080
49654,689305,65080
49658,690032,11195
49659,691434,4410
49660,696437,103062
49661,696439,66318
49662,692665,122628
49663,707381,230011
49664,707393,230011
49665,707404,230011
49666,711704,461795
49667,711705,70942
49669,716761,0
49670,716762,0
49671,716764,0
49672,716765,0
49673,716766,0
49679,713169,659599
49682,720343,36805
49683,721082,41269
49684,720461,36805
49686,721083,83597
49687,721085,4657972
49690,687298,142689
49700,683755,41710
49701,683763,541514
49702,683766,120430
49703,683842,178176
49704,685984,684
49705,692662,80954
49708,689698,172448
49715,692660,80954
49717,695248,22184
49718,693608,30121
49719,693610,16783
49720,693623,61305
49721,693607,30121
49722,720680,4657972
49723,720686,4657972
49724,707405,230011
49725,709425,193100
49726,714061,60963
49727,711706,70942
49728,711708,27396
49729,711709,210451
49730,711710,27396
49731,711714,210451
49732,716767,0
49733,716768,0
49734,716769,0
49735,716771,0
49736,716779,0
49737,716782,0
49738,701163,6962
49739,701103,10801
49740,701107,70489
49741,700839,70489
49744,721089,41269
49758,686874,1247581
49759,683742,93881
49760,688276,22204
49761,694470,33137
49762,694433,149325
49763,700568,42872
49764,715273,10141
49765,686031,126917
49766,687405,65080
49770,689291,1805
49771,689292,1805
49772,689293,1805
49777,683245,55163
49782,693614,107188
49783,693615,17665
49784,693616,107188
49785,693620,107188
49786,693621,42112
49787,693622,44993
49788,693774,107188
49789,720699,41837
49790,721108,41269
49794,704943,1244
49795,714083,60963
49796,711618,77457
49797,711619,70942
49798,711623,230011
49799,716783,0
49800,716784,0
49801,717373,0
49802,717374,0
49803,717382,372678
49804,716772,0
49805,716773,0
49806,700841,10801
49808,700845,10276
49812,721090,34861
49815,692124,19518
49817,687343,678203
49818,683744,55267
49820,715324,18490
49821,687399,65080
49822,687406,18900
49823,687345,49794
49831,692125,19518
49832,692494,25997
49833,692500,25997
49834,692504,16792
49835,692507,24071
49842,693211,103007
49843,693212,114710
49844,693213,114710
49845,693214,10724
49846,693215,19888
49847,721112,767712
49854,716456,28283
49855,704948,5443
49856,715579,2401
49859,715582,5497
49860,711621,230011
49861,711637,317808
49862,711638,317808
49863,711639,317808
49864,711642,40934
49865,716777,0
49866,716780,0
49867,716781,0
49868,716785,0
49869,717370,0
49870,716776,0
49871,716775,0
49872,701113,31637
49873,700852,10276
49874,700853,6589
49875,720468,36805
49876,720470,361853
49877,721091,4657972
49880,720672,767712
49882,687355,8299
49883,686030,149491
49884,684149,14428
49885,684150,290965
49886,687347,49794
49887,687400,65080
49888,687301,18900
49889,683843,97748
49890,689437,46874
49891,689442,18219
49894,689458,172448
49895,689459,172448
49896,689306,27715
49897,689300,1805
49898,689302,4530
49901,693216,19888
49902,696440,66318
49903,721131,83597
49904,715583,2214
49905,715584,3275
49911,712703,9387
49912,711644,40934
49913,711643,40934
49914,711627,230011
49915,711628,193100
49916,711629,77457
49922,701125,6589
49923,701126,63766
49924,701134,34082
49929,721092,41269
49930,721096,4657972
49931,720413,84585
49932,720674,4657972
49933,720678,361853
49934,721097,14251
49939,687353,4180
49940,684151,290965
49941,684152,290965
49942,684153,290965
49943,684154,290965
49944,687348,8299
49945,687170,142689
49946,683844,307441
49948,683853,93881
49949,692663,34550
49951,692047,48716
49952,692049,26001
49954,692200,28996
49955,692201,26422
49956,692202,71077
49963,692661,94046
49964,693087,971864
49965,693088,34550
49966,692666,11730
49968,715591,10265
49969,715592,4195
49970,715593,4195
49972,715595,6507
49973,715597,3275
49975,711630,77457
49976,711632,193100
49977,711631,77457
49978,711633,193100
49979,711634,193100
49984,701141,34082
49985,702888,46477
49986,721101,4657972
49987,720415,84585
49988,721102,41269
49989,721105,361853
49991,721110,361853
49992,687300,4530
49993,687302,16832
49995,687177,149491
49996,683820,53662
49997,686032,15535
49998,686034,142689
50002,692203,134180
50003,689294,1805
50004,689295,8299
50006,689855,46874
50007,683246,80954
50008,693089,835364
50009,693090,835364
50010,693091,971864
50011,693092,971864
50012,693093,971864
50013,693258,23391
50014,692496,17665
50015,693279,74760
50016,693512,18295
50017,693513,7269
50018,693514,251631
50021,692651,42112
50024,715599,3275
50025,715600,3275
50026,715601,28125
50027,711635,193100
50028,711636,193100
50029,711640,40934
50030,711641,317808
50031,711675,96360
50036,701131,63766
50037,701133,63766
50038,701128,6589
50039,717500,195066
50052,721129,83597
50053,687259,149491
50054,687260,27715
50055,693374,305885
50056,693376,305885
50057,686864,55267
50058,686866,130437
50059,686867,229791
50060,740744,116168
50061,683745,58393
50062,683746,58393
50063,683747,97748
50064,683822,1247581
50065,683826,1247581
50066,683828,40623
50067,687407,65080
50068,687426,18900
50074,689296,4410
50078,692508,24071
50080,692515,16571
50081,692516,107188
50085,692518,16783
50086,692520,16783
50087,692650,0
50088,692653,0
50089,692654,0
50090,693626,12449
50092,692655,16571
50093,692843,24071
50094,692844,22184
50095,692846,107188
50096,693199,659599
50097,693200,87926
50105,711676,96360
50106,711679,96360
50107,711683,17913
50108,711684,102664
50109,711685,17913
50112,717431,153202
50113,717721,37679
50117,720467,361853
50125,720688,41837
50127,720709,334633
50128,721113,361853
50129,740988,149491
50137,686869,200281
50139,681226,3658
50140,683748,200281
50141,694597,25157
50142,680142,17115
50143,687299,4410
50146,689509,21126
50147,689510,46874
50148,689511,46874
50153,695476,44993
50154,692523,16783
50155,692527,76309
50156,689806,21495
50157,689724,46874
50164,692738,40613
50165,692740,22687
50166,692741,659599
50167,692742,659599
50168,693201,87926
50169,693202,87926
50170,693203,87926
50171,685093,23905
50172,700026,7397
50179,711686,48609
50180,711687,48609
50181,711688,96360
50182,711677,96360
50183,711678,96360
50184,717433,153202
50188,717722,13906
50189,717725,23731
50190,717728,20882
50191,717729,20882
50192,717731,20882
50193,717732,20882
50194,717733,23731
50195,717754,0
50198,722938,39290
50199,723441,0
50201,720704,767712
50202,720706,4657972
50203,720299,42328
50204,720707,41837
50209,687397,65080
50210,684155,290965
50211,684156,290965
50212,684159,290965
50213,684160,290965
50214,687349,49794
50215,687401,65080
50216,687402,65080
50217,687344,49794
50218,683855,200281
50219,687178,149491
50222,689504,25656
50223,689505,25656
50224,689507,16133
50225,690283,4921
50226,690284,4921
50227,690296,4180
50228,690297,4180
50229,690299,4180
50230,690038,46874
50232,689708,18219
50233,689683,20618
50234,689712,14592
50235,689713,14592
50236,692743,213633
50237,688254,30373
50238,688257,33137
50239,695178,30373
50240,688337,30373
50241,693204,22687
50242,696447,411800
50245,696451,411800
50246,696452,20299
50247,720869,4657972
50248,720876,27955
50249,711680,96360
50250,711681,96360
50251,711682,96360
50259,718334,136507
50260,718336,12726
50265,713332,18467
50267,714303,6352
50278,687356,4180
50279,684161,290965
50280,684162,14165
50281,687303,16832
50282,687351,49794
50283,686865,130437
50284,683752,130437
50285,687171,15535
50286,683863,85772
50287,683869,273558
50291,687245,126917
50292,687250,19468
50296,692658,80954
50298,688338,5694
50300,693260,57973
50301,693261,23391
50302,693262,251631
50303,693264,2056451
50304,696453,290338
50305,696441,29383
50306,693515,251631
50307,693516,36451
50308,681978,39932
50309,692893,19399
50310,717432,153202
50312,702389,19423
50314,702388,19423
50315,702387,42538
50324,714880,2414964
50325,722596,7399
50328,684144,19427
50329,687304,75884
50330,683831,75973
50331,685609,126917
50332,683749,200281
50334,683832,1247581
50335,686036,15535
50336,687168,15535
50342,689297,18900
50343,689298,18900
50344,689299,1805
50350,693265,2056451
50351,693266,2056451
50352,693273,2056451
50353,693776,14508
50354,692894,19399
50355,692895,19399
50356,692896,39932
50357,692849,24071
50358,692850,22184
50359,692851,107188
50361,703395,42538
50362,715639,4298
50363,715640,4298
50364,715638,11064
50365,715910,0
50378,708687,1613
50380,723073,121786
50381,723178,114710
50382,723187,102492
50383,723188,784453
50385,685602,31661
50386,685603,31661
50387,680144,126815
50393,687262,27715
50394,687296,18900
50396,683750,431039
50397,683751,431039
50398,683753,130437
50399,683833,116168
50400,683834,75973
50401,683836,65076
50402,687429,18900
50403,687500,39235
50404,689512,16133
50405,689439,25656
50406,689514,17143
50407,689441,10141
50408,689520,97066
50409,689680,97066
50414,689825,97066
50415,689732,49219
50416,689734,49219
50417,683244,55163
50420,689714,42872
50421,689686,172448
50422,693778,14508
50423,693779,34158
50424,693782,31709
50425,693784,17144
50428,692852,107188
50429,692853,107188
50430,692854,107188
50431,692855,107188
50432,693613,44993
50433,693205,87926
50448,715960,0
50449,715969,837401
50450,711690,60963
50451,717256,20311
50452,717441,18373
50453,717442,20311
50454,717443,8954
50467,723435,0
50469,728846,767712
50470,728933,571615
50471,686033,15535
50480,686872,1247581
50484,685819,1805
50485,685977,684
50486,687350,49794
50487,687352,49794
50488,688407,8299
50490,689290,1805
50491,689515,149325
50492,689516,149325
50493,689517,22204
50494,689521,22204
50495,689841,172448
50496,689522,149325
50497,689659,322441
50498,690298,4180
50500,689684,42872
50501,690046,55955
50502,689736,49219
50503,689735,17144
50504,693194,33707
50505,693195,659599
50506,693196,659599
50507,693197,659599
50508,693206,87926
50509,693207,87926
50510,693208,114710
50511,693209,80142
50512,693210,87926
50516,711691,60963
50517,711695,40934
50518,711697,317808
50519,711698,51192
50520,711699,55397
50536,685101,77299
50537,767338,767712
50538,720873,4657972
50539,720882,36805
50543,687412,18900
50544,687462,12151
50545,684163,16105
50546,684164,8602
50547,684165,16105
50548,684166,19427
50549,684177,21781
50550,689508,21126
50551,687354,4180
50552,687403,65080
50553,687404,65080
50557,690041,46874
50558,691815,19468
50562,692659,80954
50564,693198,44120
50566,696429,106431
50568,696442,86546
50569,696445,7317
50570,696436,66318
50580,717131,918186
50584,711700,55397
50585,711701,210451
50586,711702,210451
50587,711692,60963
50588,711693,60963
50589,716111,37828
50597,717444,14874
50602,688405,4410
50603,680140,6969
50604,684146,68021
50605,684185,8602
50606,687342,678203
50607,687396,65080
50608,687157,8299
50609,687261,4410
50610,687295,4410
50611,687173,19468
50613,690045,33137
50615,689737,4948
50616,689433,46874
50617,692196,649278
50619,689303,65080
50624,689731,30373
50625,674614,0
50632,714207,40300
50633,714957,70565
50634,714208,70565
50635,714218,0
50636,714222,0
50637,707372,230011
50638,707358,70942
50639,707364,70942
50640,700131,90791
50641,700178,34575
50642,700179,12077
50643,700175,61309
50644,700177,34575
50649,714123,5998
50650,714124,5998
50651,705449,165318
50652,713083,14804
50653,713084,11118
50654,709108,70489
50655,709109,70489
50656,709110,3298
50657,709111,2471
50658,709112,21132
50659,715293,95247
50660,715294,4096
50661,715295,0
50663,716788,659599
50664,716789,39238
50665,698530,8778
50666,698531,8778
50667,699941,817
50668,716517,45724
50669,716518,45724
50670,716523,45724
50671,716527,30731
50672,716525,30731
50673,716531,45724
50674,716533,45724
50676,705882,109999
50677,699843,2161
50678,706056,16386
50679,706062,30147
50680,707636,266309
50681,707637,353339
50682,707638,937933
50683,707640,937933
50684,707643,266309
50685,707912,353339
50686,707913,937933
50691,711577,49163
50694,713754,18541
50695,713757,18541
50696,713760,18541
50697,713762,4929
50698,713766,18541
50699,713767,18541
50700,713771,5304
50701,713773,4929
50703,714309,41623
50705,714311,41623
50706,714312,41623
50710,699217,31329
50711,705678,39818
50712,712128,22981
50713,712129,22981
50714,712130,6370
50715,712132,66493
50716,712136,25424
50717,712137,66493
50718,708631,4327184
50720,705295,10869
50721,705296,666
50722,705297,5268
50723,705298,1890
50724,705299,666
50725,705300,5268
50726,705301,649
50727,713959,163276
50728,713972,163276
50729,713979,24829
50730,713981,61505
50731,713982,24829
50732,714188,132395
50733,713902,786068
50734,713903,786068
50735,713904,121786
50736,713905,7399
50737,713906,121786
50738,713907,121786
50739,713909,121786
50740,713910,121786
50741,713911,25112
50742,713912,72185
50743,713914,46785
50744,712115,33606
50745,712116,119520
50746,712117,119520
50747,712118,123530
50748,712119,123530
50749,712120,41308
50750,712121,17147
50751,712122,119520
50752,712123,393280
50753,712125,123530
50754,712126,10346
50755,715444,1078128
50756,715445,1078128
50757,715446,1078128
50762,701184,12373
50763,701185,12373
50764,701187,12373
50765,717189,0
50766,717190,0
50767,717192,76483
50768,709365,77457
50769,709374,77457
50770,709375,193100
50771,718475,2526
50772,718476,2526
50773,700825,2244
50774,700824,2244
50791,711811,14454
50792,711812,397049
50793,711813,397049
50794,711815,1046822
50795,711817,571339
50796,711818,319251
50797,711820,0
50815,699142,1355921
50816,699146,353623
50817,699151,159701
50818,700591,178607
50819,700604,47033
50820,700602,11944
50821,700129,305413
50822,700135,22977
50824,711116,24514
50825,702377,0
50835,704691,827363
50836,704694,595424
50837,704230,563858
50838,704233,518901
50839,705032,47548
50841,705010,15756
50842,698721,32386
50843,698722,35972
50844,698723,35972
50845,705466,5268
50846,705467,5268
50848,705487,722
50849,705490,1986
50850,701700,27715
50863,706404,6448
50864,706594,13903
50866,706434,57904
50867,706450,38045
50868,704844,5443
50869,704845,10277
50870,704940,7397
50871,704941,7397
50872,704942,46402
50873,704944,2962
50874,717039,10114
50875,704945,1244
50877,704947,5443
50879,704950,5443
50887,706181,154686
50888,706435,31329
50889,706436,31329
50890,706437,31329
50891,706438,31329
50892,706439,31329
50893,706440,31329
50894,706442,45753
50895,706443,45753
50896,706444,45753
50897,704975,94452
50898,701014,5370
50899,699897,75155
50900,712552,6023
50904,712962,5364
50905,713014,0
50906,713017,0
50907,713019,0
50908,713018,0
50909,713027,40671
50910,705692,142580
50911,700136,23657
50912,713313,22981
50913,713319,66493
50914,713333,7137
50915,713334,7137
50916,713335,2684
50917,713336,2684
50926,674620,50622
50927,677693,0
50928,677696,0
50932,703537,156951
50939,714226,0
50940,714230,27751
50943,705330,38156
50944,705331,38156
50947,707359,70942
50948,707360,70942
50949,707361,70942
50950,700169,34575
50951,700750,327559
50952,700749,17713
50953,700754,15697
50954,703306,17003
50955,715603,5998
50956,715604,5998
50957,715605,3876
50958,700109,22977
50965,715469,4195
50966,715470,4195
50968,709114,6522
50969,709113,21132
50970,709116,6522
50971,709119,6522
50972,709120,5890
50973,715298,3298
50974,715301,3298
50976,715471,81933
50977,716634,81933
50978,699045,8778
50979,699044,8778
50980,699040,8778
50982,706066,30147
50989,707914,353339
50990,707915,353339
50991,707917,353339
50992,707918,353339
50993,707920,353339
50994,707921,353339
51000,711587,229276
51001,711590,229276
51002,713774,4929
51003,713775,4929
51004,713776,4929
51005,713788,4929
51006,713789,9404
51007,714033,18541
51008,714034,4206
51009,714035,18541
51010,714036,34749
51011,699335,66179
51012,699336,66179
51013,699337,7159
51014,699338,22694
51015,699340,200870
51016,699341,200870
51017,699342,200870
51018,699345,1295510
51019,699346,173617
51020,699347,154686
51021,699348,1295510
51022,699349,154686
51023,713012,0
51024,713016,0
51025,713293,15340
51026,713294,22981
51027,713295,22981
51028,713297,9144
51029,713298,66493
51030,713308,25424
51031,708642,4327184
51032,708649,4327184
51033,705292,604
51034,705302,649
51035,705303,493
51036,705304,10869
51037,705305,493
51038,705306,35265
51039,705307,35265
51040,705308,2623
51041,714189,1071706
51042,714196,528243
51043,714199,163276
51044,714202,143626
51045,714205,39338
51046,714206,1071706
51047,714235,143037
51048,714236,196374
51049,714210,0
51050,714233,0
51051,708584,4113
51052,708585,8952
51053,708586,8952
51054,708587,8952
51055,708588,3471
51056,715916,54829
51057,715918,7399
51058,715919,7399
51059,715921,7399
51060,715925,131689
51061,715926,131689
51062,715927,131689
51063,716010,61600
51064,716011,61600
51065,716012,43340
51066,716013,8849
51067,716018,46481
51068,712127,72778
51069,716763,85482
51073,715451,32299
51074,715452,266165
51075,715453,266165
51076,715454,306740
51077,715455,27400
51078,715457,198186
51079,715458,66822
51080,701188,12373
51081,701190,12164
51082,701193,10798
51083,709378,47805
51084,709380,193100
51085,709383,40934
51086,709392,317808
51087,711617,193100
51096,700830,70489
51113,711823,1148728
51139,699145,353623
51144,700163,305413
51147,702378,0
51148,702379,0
51157,704237,518901
51158,704239,417511
51159,704240,365577
51160,704242,417511
51161,704243,365577
51162,704246,563858
51163,704248,417511
51164,704249,417511
51165,704250,417511
51166,704253,518901
51167,698724,35972
51168,698726,14644
51169,698728,66503
51170,698729,13082
51171,698730,60491
51172,698731,60491
51173,705511,72423
51185,706452,38045
51186,706456,6448
51187,706400,20440
51188,704951,5443
51189,707775,8763
51190,707776,8763
51191,707773,7397
51194,704954,6698
51195,704955,1921
51201,717448,225182
51202,706445,45198
51203,706446,45198
51204,706447,48738
51205,706448,40858
51206,706449,38851
51207,706451,48738
51208,706455,40858
51209,706457,45753
51210,706458,45753
51211,704978,94452
51212,704985,56692
51213,702595,2363
51214,702597,4227
51215,707567,53802
51217,705693,65581
51218,705694,91721
51219,705891,18270
51220,705893,18270
51221,705894,65581
51222,700138,23657
51228,713812,5857
51231,722429,6278
51232,722446,690479
51234,719534,25060
51241,714812,214541
51242,714821,186497
51243,714825,92045
51244,705334,38156
51245,705335,38156
51251,707362,70942
51252,707365,70942
51253,707363,70942
51255,700111,5832
51256,699901,33954
51257,699904,22977
51258,701745,417511
51263,715478,5497
51266,715655,50351
51268,715608,2401
51269,715887,37828
51270,716134,37828
51272,709121,5890
51273,709122,5890
51274,709123,4096
51275,709124,4096
51276,709118,6522
51277,709137,3150
51278,715303,1919
51279,715304,95247
51280,714561,70489
51281,714562,14614
51283,713885,28974
51287,716814,13467
51288,716815,13467
51294,698833,58191
51295,698834,35631
51296,698835,35631
51297,707922,353339
51298,707923,353339
51299,707924,353339
51300,707925,353339
51301,707927,353339
51302,707928,353339
51303,711591,229276
51310,697424,31718
51311,714038,18541
51312,714039,18541
51313,714040,34749
51314,714044,11249
51315,714045,11249
51316,714046,5665
51317,714047,5665
51318,714048,11249
51319,699351,28436
51320,699353,41116
51321,699354,41116
51322,699355,41116
51323,699356,380607
51324,699357,380607
51325,699358,380607
51326,699359,814170
51327,699360,814170
51328,699361,380607
51329,699362,380607
51330,699363,814170
51331,699366,43523
51332,713317,22981
51333,708142,4327184
51334,708271,431564
51335,708662,4327184
51336,709656,4327184
51337,705312,35265
51338,705314,8070
51339,705315,8070
51340,705316,35265
51341,705318,2623
51342,705319,893
51344,714237,143037
51345,714238,94019
51346,714239,143037
51347,714240,71189
51348,714241,39338
51349,714242,1071706
51350,708589,3471
51351,708590,11027
51352,708591,3471
51356,716680,20531
51357,716681,279542
51358,716682,279542
51359,716683,279542
51360,716684,279542
51361,716685,279542
51362,716686,279542
51363,716687,279542
51364,716688,20531
51365,716689,4899
51367,716803,22373
51368,716808,6973
51369,716809,6023
51371,715459,19102
51372,715461,77388
51373,715465,77388
51374,715490,506831
51375,715492,198186
51376,715493,506831
51377,715494,70496
51378,697620,18753
51379,697621,54213
51388,709426,193100
51389,709429,48609
51390,709441,48609
51391,711703,461795
51396,714822,60086
51397,714824,60086
51398,714826,402008
51399,714827,402008
51402,700836,70489
51453,699718,7696
51454,699719,305413
51455,703040,16914
51456,703043,8518
51457,703048,85060
51458,703066,85060
51459,703068,85060
51460,703109,16515
51462,701709,368168
51465,703989,445610
51468,704255,824303
51469,704256,365577
51470,704257,417511
51471,704258,417511
51472,704259,626811
51473,704260,563858
51474,704261,563858
51478,698732,32386
51479,698733,23071
51480,698734,23071
51481,698810,60491
51482,698994,30162
51483,698995,14644
51484,699586,35972
51485,705512,3553
51487,705628,31637
51488,706143,31329
51489,706164,66179
51490,705107,12177
51491,706192,228709
51492,706479,66179
51499,706466,11523
51500,706461,33721
51501,706460,62401
51503,704958,27941
51505,704969,27941
51506,707967,27941
51507,705510,27715
51510,700539,4113
51511,700544,4113
51512,700545,817
51513,706683,154686
51514,706936,154686
51515,706937,57740
51516,706938,57740
51517,706940,43523
51518,706941,204260
51519,704987,67905
51520,704995,67905
51523,707601,61559
51524,707600,61559
51525,713029,18270
51526,713031,65581
51529,700140,23657
51530,713821,17670
51531,713822,17670
51532,713823,1297
51533,713824,17670
51534,713826,3876
51535,713827,3876
51536,713829,3876
51537,713830,3876
51538,718695,7137
51539,719587,5936
51540,719855,1515
51541,719857,1226
51542,719863,2121
51543,719864,1226
51550,714829,7552
51551,714833,7552
51552,714838,0
51554,703294,670
51556,707332,461795
51557,707337,461795
51558,707338,461795
51559,707476,44124
51560,698879,302801
51561,698877,365577
51562,698878,365577
51563,698880,417511
51564,698881,365577
51565,715761,53895
51567,715486,3915
51569,715885,24163
51570,715888,371723
51571,715889,12529
51572,715898,27179
51573,715899,27179
51574,715900,27179
51575,709138,767
51576,709139,33467
51577,709143,5890
51578,709145,8457
51579,709146,5890
51580,709149,1930
51581,709150,30938
51582,714563,2479
51583,715219,12688
51584,715220,12688
51585,715221,12688
51588,716816,23650
51589,716817,114488
51593,698836,15157
51594,698837,55100
51595,701381,0
51596,701383,0
51598,707087,26385
51599,707088,49342
51600,707089,17115
51601,707090,51853
51602,707091,49342
51603,707929,353339
51604,707930,353339
51605,707931,353339
51606,707933,266309
51607,707935,266309
51608,707937,266309
51609,697426,25655
51610,697471,76309
51611,697472,76309
51612,701104,34340
51613,701105,7754
51617,714053,25929
51618,714056,25929
51619,714067,4929
51620,714069,2024
51621,714070,18541
51622,714072,18541
51623,714073,18541
51624,714074,18541
51625,714078,5561
51626,699367,28088
51627,699369,28088
51628,699370,28088
51629,699371,28088
51630,699373,75976
51631,699374,75976
51632,699385,75976
51633,699391,28436
51634,700197,228709
51635,700198,1295510
51636,700201,1295510
51637,708273,431564
51638,708275,4327184
51639,708278,4327184
51640,709679,431564
51641,705320,2623
51642,705323,35265
51643,705324,35265
51644,705325,35265
51645,705326,35265
51646,705327,8070
51648,705344,5790
51656,704801,0
51657,714243,59372
51658,714244,94019
51659,714245,81436
51660,714273,330994
51661,714274,63263
51662,714275,132395
51666,716690,28974
51675,716699,15688
51676,716700,15688
51677,716701,5630
51678,716702,5630
51683,711964,165180
51684,711967,82557
51685,715497,306740
51686,715500,56913
51687,715503,266165
51688,715575,1078128
51689,715576,231350
51690,715577,175634
51691,697622,54213
51692,697624,10057
51693,697625,126959
51694,697628,66468
51703,711711,210451
51704,711712,27396
51705,711713,210451
51706,701681,19468
51707,701682,19468
51708,714834,289309
51709,714835,25409
51716,700840,10801
51725,719557,25002
51726,720913,0
51769,699339,8720
51770,699368,28088
51771,699372,75976
51772,699352,28436
51773,699721,5830
51775,703110,67905
51776,703112,67905
51777,703113,67905
51778,703114,85060
51779,703115,9851
51780,703117,9851
51781,703118,85060
51782,701616,151423
51783,701618,621990
51784,701620,151423
51785,701622,151423
51786,701624,93129
51787,701626,93129
51788,701629,493920
51792,704269,824303
51798,699587,66503
51799,699588,66503
51800,699589,60491
51801,699590,60491
51802,699592,35972
51803,699593,66503
51804,705513,4180
51805,706481,66179
51806,706482,22694
51807,706453,16412
51808,706589,20440
51809,706588,38995
51813,706966,100461
51814,706463,20440
51815,706464,20440
51816,706476,12315
51817,705109,38832
51818,705106,38832
51819,705514,142689
51820,705515,678203
51821,708302,16571
51822,700547,1698
51823,700546,8952
51824,708370,4327184
51826,710039,163543
51827,709961,213581
51828,710012,213581
51829,710027,17311
51830,710030,17311
51831,709958,213581
51832,704996,67905
51833,705001,16914
51835,717863,7137
51838,707603,61559
51839,707602,61559
51841,700145,2028
51842,713831,3876
51845,713286,560733
51846,713287,560733
51847,713288,560733
51848,713289,8515
51849,721586,44982
51850,721587,25590
51855,700490,7446
51856,700491,305413
51857,699909,1514
51858,700082,2363
51859,700086,3074
51863,707339,461795
51864,707340,461795
51865,707342,461795
51870,702154,15634
51871,703345,156951
51873,715913,204194
51874,715915,204194
51875,715917,0
51876,715922,27958
51877,715923,22935
51878,715924,12529
51879,715928,204194
51880,709151,30938
51881,709148,9636
51882,709159,9636
51883,714556,5890
51884,714557,3298
51885,715329,2479
51886,715330,2479
51887,715331,2479
51888,715223,767
51889,715222,12688
51890,715224,767
51891,715225,767
51892,709583,9573
51893,709584,9573
51894,709586,195066
51895,713157,80142
51896,713148,114710
51897,715946,87926
51898,715952,659599
51900,713223,0
51901,713225,0
51902,716974,2055
51903,716975,2747
51904,716976,2747
51905,716973,2747
51906,716927,212521
51907,707092,49342
51908,707093,49342
51909,707095,49342
51910,707096,49342
51911,707097,17115
51912,707098,17115
51913,707099,17115
51914,707101,49342
51915,707105,49342
51916,707106,49342
51917,707939,353339
51918,707941,353339
51919,707942,353339
51920,707944,15448
51921,708035,44124
51922,708036,44124
51930,704890,986353
51931,704891,166146
51932,714079,6494
